"Title :","System of Social and Demographic Statistics of Japan"
"Open date :","Jun.21, 2021"

"***","Not surveyed or aggregated"
"-","Not available"
"X","Figures kept undisclosed"

"","","","","/ITEMS Code","A1101","","F1101","","F1102",""
"YEAR Code","YEAR","AREA Code","AREA","/ITEMS","A1101_Total population (Both sexes)[person]","Annotation","F1101_(Population census) Population in labour force[person]","Annotation","F1102_(Population census) Number of employed persons[person]","Annotation"
"2010100000","2010","40216","Fukuoka-ken Ogori-shi","","58,499","","27,446","","25,719",""
"2010100000","2010","40217","Fukuoka-ken Chikushino-shi","","100,172","","49,069","","45,411",""
"2010100000","2010","40218","Fukuoka-ken Kasuga-shi","","106,780","","53,360","","49,376",""
"2010100000","2010","40219","Fukuoka-ken Onojo-shi","","95,087","","46,652","","43,336",""
"2010100000","2010","40220","Fukuoka-ken Munakata-shi","","95,501","","44,798","","41,906",""
"2010100000","2010","40221","Fukuoka-ken Dazaifu-shi","","70,482","","32,893","","30,286",""
"2010100000","2010","40223","Fukuoka-ken Koga-shi","","57,920","","29,082","","27,300",""
"2010100000","2010","40224","Fukuoka-ken Fukutsu-shi","","55,431","","25,911","","24,237",""
"2010100000","2010","40225","Fukuoka-ken Ukiha-shi","","31,640","","16,634","","15,530",""
"2010100000","2010","40226","Fukuoka-ken Miyawaka-shi","","30,081","","14,073","","12,498",""
"2010100000","2010","40227","Fukuoka-ken Kama-shi","","42,589","","19,231","","17,078",""
"2010100000","2010","40228","Fukuoka-ken Asakura-shi","","56,355","","29,418","","27,763",""
"2010100000","2010","40229","Fukuoka-ken Miyama-shi","","40,732","","20,559","","19,261",""
"2010100000","2010","40230","Fukuoka-ken Itoshima-shi","","98,435","","49,623","","45,794",""
"2010100000","2010","40231","Fukuoka-ken Nakagawa-shi","","49,780","","25,285","","23,690",""
"2010100000","2010","40341","Fukuoka-ken Umi-machi","","38,592","","19,367","","17,477",""
"2010100000","2010","40342","Fukuoka-ken Sasaguri-machi","","31,318","","15,423","","13,913",""
"2010100000","2010","40343","Fukuoka-ken Shime-machi","","43,564","","22,037","","20,091",""
"2010100000","2010","40344","Fukuoka-ken Sue-machi","","26,044","","13,225","","11,898",""
"2010100000","2010","40345","Fukuoka-ken Shingu-machi","","24,679","","12,236","","11,477",""
"2010100000","2010","40348","Fukuoka-ken Hisayama-machi","","8,373","","4,067","","3,794",""
"2010100000","2010","40349","Fukuoka-ken Kasuya-machi","","41,997","","21,029","","19,564",""
"2010100000","2010","40381","Fukuoka-ken Ashiya-machi","","15,369","","7,387","","6,939",""
"2010100000","2010","40382","Fukuoka-ken Mizumaki-machi","","30,021","","13,773","","12,406",""
"2010100000","2010","40383","Fukuoka-ken Okagaki-machi","","32,119","","14,665","","13,615",""
"2010100000","2010","40384","Fukuoka-ken Onga-cho","","19,160","","9,463","","8,825",""
"2010100000","2010","40401","Fukuoka-ken Kotake-machi","","8,602","","3,929","","3,404",""
"2010100000","2010","40402","Fukuoka-ken Kurate-machi","","17,088","","8,345","","7,291",""
"2010100000","2010","40421","Fukuoka-ken Keisen-machi","","13,863","","6,709","","6,086",""
"2010100000","2010","40447","Fukuoka-ken Chikuzen-machi","","29,155","","15,140","","13,968",""
"2010100000","2010","40448","Fukuoka-ken Toho-mura","","2,432","","1,259","","1,184",""
"2010100000","2010","40503","Fukuoka-ken Tachiarai-machi","","15,284","","7,933","","7,520",""
"2010100000","2010","40522","Fukuoka-ken Oki-machi","","14,350","","7,677","","7,197",""
"2010100000","2010","40544","Fukuoka-ken Hirokawa-machi","","20,253","","10,364","","9,739",""
"2010100000","2010","40601","Fukuoka-ken Kawara-machi","","11,685","","5,168","","4,413",""
"2010100000","2010","40602","Fukuoka-ken Soeda-machi","","10,909","","4,840","","4,257",""
"2010100000","2010","40604","Fukuoka-ken Itoda-machi","","9,617","","4,196","","3,575",""
"2010100000","2010","40605","Fukuoka-ken Kawasaki-machi","","18,264","","7,932","","6,367",""
"2010100000","2010","40608","Fukuoka-ken Oto-machi","","5,503","","2,354","","1,914",""
"2010100000","2010","40609","Fukuoka-ken Aka-mura","","3,251","","1,637","","1,379",""
"2010100000","2010","40610","Fukuoka-ken Fukuchi-machi","","24,714","","11,101","","8,849",""
"2010100000","2010","40621","Fukuoka-ken Kanda-machi","","36,005","","17,001","","15,806",""
"2010100000","2010","40625","Fukuoka-ken Miyako-machi","","21,572","","10,091","","9,272",""
"2010100000","2010","40642","Fukuoka-ken Yoshitomi-machi","","6,792","","3,283","","3,067",""
"2010100000","2010","40646","Fukuoka-ken Koge-machi","","7,852","","3,819","","3,562",""
"2010100000","2010","40647","Fukuoka-ken Chikujo-machi","","19,544","","9,364","","8,619",""
"2010100000","2010","41201","Saga-ken Saga-shi","","237,506","","120,018","","112,380",""
"2010100000","2010","41202","Saga-ken Karatsu-shi","","126,926","","64,707","","59,924",""
"2010100000","2010","41203","Saga-ken Tosu-shi","","69,074","","34,545","","32,193",""
"2010100000","2010","41204","Saga-ken Taku-shi","","21,404","","10,877","","10,112",""
"2010100000","2010","41205","Saga-ken Imari-shi","","57,161","","30,309","","28,402",""
"2010100000","2010","41206","Saga-ken Takeo-shi","","50,699","","26,313","","24,892",""
"2010100000","2010","41207","Saga-ken Kashima-shi","","30,720","","16,522","","15,833",""
"2010100000","2010","41208","Saga-ken Ogi-shi","","45,133","","23,545","","22,274",""
"2010100000","2010","41209","Saga-ken Ureshino-shi","","28,984","","15,095","","14,140",""
"2010100000","2010","41210","Saga-ken Kanzaki-shi","","32,899","","17,197","","16,240",""
"2010100000","2010","41327","Saga-ken Yoshinogari-cho","","16,405","","8,515","","7,926",""
"2010100000","2010","41341","Saga-ken Kiyama-cho","","17,837","","8,948","","8,393",""
"2010100000","2010","41345","Saga-ken Kamimine-cho","","9,224","","4,640","","4,308",""
"2010100000","2010","41346","Saga-ken Miyaki-cho","","26,175","","12,828","","11,674",""
"2010100000","2010","41387","Saga-ken Genkai-cho","","6,379","","3,717","","3,582",""
"2010100000","2010","41401","Saga-ken Arita-cho","","20,929","","10,852","","10,138",""
"2010100000","2010","41423","Saga-ken Omachi-cho","","7,369","","3,525","","3,141",""
"2010100000","2010","41424","Saga-ken Kohoku-machi","","9,515","","5,070","","4,737",""
"2010100000","2010","41425","Saga-ken Shiroishi-cho","","25,607","","14,313","","13,828",""
"2010100000","2010","41441","Saga-ken Tara-cho","","9,842","","5,380","","5,160",""
"2010100000","2010","42201","Nagasaki-ken Nagasaki-shi","","443,766","","214,183","","199,972",""
"2010100000","2010","42202","Nagasaki-ken Sasebo-shi","","261,101","","126,250","","116,909",""
"2010100000","2010","42203","Nagasaki-ken Shimabara-shi","","47,455","","23,242","","21,736",""
"2010100000","2010","42204","Nagasaki-ken Isahaya-shi","","140,752","","69,588","","64,570",""
"2010100000","2010","42205","Nagasaki-ken Omura-shi","","90,517","","45,270","","42,551",""
"2010100000","2010","42207","Nagasaki-ken Hirado-shi","","34,905","","16,630","","15,414",""
"2010100000","2010","42208","Nagasaki-ken Matsuura-shi","","25,145","","12,629","","11,611",""
"2010100000","2010","42209","Nagasaki-ken Tsushima-shi","","34,407","","16,772","","15,507",""
"2010100000","2010","42210","Nagasaki-ken Iki-shi","","29,377","","14,657","","13,873",""
"2010100000","2010","42211","Nagasaki-ken Goto-shi","","40,622","","18,219","","17,009",""
"2010100000","2010","42212","Nagasaki-ken Saikai-shi","","31,176","","15,761","","14,946",""
"2010100000","2010","42213","Nagasaki-ken Unzen-shi","","47,245","","24,853","","23,337",""
"2010100000","2010","42214","Nagasaki-ken Minamishimabara-shi","","50,363","","25,291","","23,921",""
"2010100000","2010","42307","Nagasaki-ken Nagayo-cho","","42,535","","20,659","","19,581",""
"2010100000","2010","42308","Nagasaki-ken Togitsu-cho","","30,110","","15,263","","14,427",""
"2010100000","2010","42321","Nagasaki-ken Higashisonogi-cho","","8,903","","4,726","","4,443",""
"2010100000","2010","42322","Nagasaki-ken Kawatana-cho","","14,651","","7,457","","6,898",""
"2010100000","2010","42323","Nagasaki-ken Hasami-cho","","15,227","","8,275","","7,868",""
"2010100000","2010","42383","Nagasaki-ken Ojika-cho","","2,849","","1,332","","1,283",""
"2010100000","2010","42391","Nagasaki-ken Saza-cho","","13,599","","6,902","","6,465",""
"2010100000","2010","42411","Nagasaki-ken Shinkamigoto-cho","","22,074","","9,320","","8,651",""
"2010100000","2010","43100","Kumamoto-ken Kumamoto-shi","","734,474","","356,758","","334,217",""
"2010100000","2010","43101","Kumamoto-ken Kumamoto-shi Chuuou-ku","","-","","-","","-",""
"2010100000","2010","43102","Kumamoto-ken Kumamoto-shi Higashi-ku","","-","","-","","-",""
"2010100000","2010","43103","Kumamoto-ken Kumamoto-shi Nishi-ku","","-","","-","","-",""
"2010100000","2010","43104","Kumamoto-ken Kumamoto-shi Minami-ku","","-","","-","","-",""
"2010100000","2010","43105","Kumamoto-ken Kumamoto-shi Kita-ku","","-","","-","","-",""
"2010100000","2010","43202","Kumamoto-ken Yatsushiro-shi","","132,266","","64,281","","59,261",""
"2010100000","2010","43203","Kumamoto-ken Hitoyoshi-shi","","35,611","","17,822","","16,633",""
"2010100000","2010","43204","Kumamoto-ken Arao-shi","","55,321","","25,387","","22,993",""
"2010100000","2010","43205","Kumamoto-ken Minamata-shi","","26,978","","12,449","","11,468",""
"2010100000","2010","43206","Kumamoto-ken Tamana-shi","","69,541","","34,309","","31,964",""
"2010100000","2010","43208","Kumamoto-ken Yamaga-shi","","55,391","","28,462","","26,563",""
"2010100000","2010","43210","Kumamoto-ken Kikuchi-shi","","50,194","","26,245","","24,187",""
"2010100000","2010","43211","Kumamoto-ken Uto-shi","","37,727","","18,735","","17,338",""
"2010100000","2010","43212","Kumamoto-ken Kamiamakusa-shi","","29,902","","13,970","","12,907",""
"2010100000","2010","43213","Kumamoto-ken Uki-shi","","61,878","","31,235","","29,286",""
"2010100000","2010","43214","Kumamoto-ken Aso-shi","","28,444","","14,706","","13,921",""
"2010100000","2010","43215","Kumamoto-ken Amakusa-shi","","89,065","","41,829","","38,904",""
"2010100000","2010","43216","Kumamoto-ken Koshi-shi","","55,002","","26,741","","25,024",""
"2010100000","2010","43348","Kumamoto-ken Misato-machi","","11,388","","5,574","","5,196",""
"2010100000","2010","43364","Kumamoto-ken Gyokuto-machi","","5,554","","2,915","","2,711",""
"2010100000","2010","43367","Kumamoto-ken Nankan-machi","","10,564","","5,388","","5,055",""
"2010100000","2010","43368","Kumamoto-ken Nagasu-machi","","16,594","","8,170","","7,489",""
"2010100000","2010","43369","Kumamoto-ken Nagomi-machi","","11,247","","5,645","","5,333",""
"2010100000","2010","43403","Kumamoto-ken Ozu-machi","","31,234","","16,037","","14,843",""
"2010100000","2010","43404","Kumamoto-ken Kikuyo-machi","","37,734","","18,772","","17,716",""
"2010100000","2010","43423","Kumamoto-ken Minamioguni-machi","","4,429","","2,629","","2,523",""
"2010100000","2010","43424","Kumamoto-ken Oguni-machi","","7,877","","4,202","","3,986",""
"2010100000","2010","43425","Kumamoto-ken Ubuyama-mura","","1,606","","928","","889",""
"2010100000","2010","43428","Kumamoto-ken Takamori-machi","","6,716","","3,395","","3,227",""
"2010100000","2010","43432","Kumamoto-ken Nishihara-mura","","6,792","","3,717","","3,560",""
"2010100000","2010","43433","Kumamoto-ken Minamiaso-mura","","11,972","","6,004","","5,686",""
"2010100000","2010","43441","Kumamoto-ken Mifune-machi","","17,888","","9,185","","8,473",""
"2010100000","2010","43442","Kumamoto-ken Kashima-machi","","8,676","","4,415","","4,065",""
"2010100000","2010","43443","Kumamoto-ken Mashiki-machi","","32,676","","16,401","","15,015",""
"2010100000","2010","43444","Kumamoto-ken Kosa-machi","","11,181","","5,859","","5,537",""
"2010100000","2010","43447","Kumamoto-ken Yamato-cho","","16,981","","9,390","","9,027",""
"2010100000","2010","43468","Kumamoto-ken Hikawa-cho","","12,715","","6,432","","6,045",""
"2010100000","2010","43482","Kumamoto-ken Ashikita-machi","","19,316","","9,042","","8,413",""
"2010100000","2010","43484","Kumamoto-ken Tsunagi-machi","","5,062","","2,385","","2,221",""
"2010100000","2010","43501","Kumamoto-ken Nishiki-machi","","11,075","","5,952","","5,585",""
"2010100000","2010","43505","Kumamoto-ken Taragi-machi","","10,554","","5,537","","5,214",""
"2010100000","2010","43506","Kumamoto-ken Yunomae-machi","","4,375","","2,250","","2,132",""
"2010100000","2010","43507","Kumamoto-ken Mizukami-mura","","2,405","","1,177","","1,136",""
"2010100000","2010","43510","Kumamoto-ken Sagara-mura","","4,934","","2,540","","2,406",""
"2010100000","2010","43511","Kumamoto-ken Itsuki-mura","","1,205","","567","","542",""
"2010100000","2010","43512","Kumamoto-ken Yamae-mura","","3,681","","1,913","","1,821",""
"2010100000","2010","43513","Kumamoto-ken Kuma-mura","","4,249","","1,945","","1,796",""
"2010100000","2010","43514","Kumamoto-ken Asagiri-cho","","16,638","","8,696","","8,193",""
"2010100000","2010","43531","Kumamoto-ken Reihoku-machi","","8,314","","3,948","","3,743",""
"2010100000","2010","44201","Oita-ken Oita-shi","","474,094","","237,073","","220,321",""
"2010100000","2010","44202","Oita-ken Beppu-shi","","125,385","","60,046","","55,117",""
"2010100000","2010","44203","Oita-ken Nakatsu-shi","","84,312","","42,474","","39,365",""
"2010100000","2010","44204","Oita-ken Hita-shi","","70,940","","36,388","","33,865",""
"2010100000","2010","44205","Oita-ken Saiki-shi","","76,951","","36,296","","33,342",""
"2010100000","2010","44206","Oita-ken Usuki-shi","","41,469","","19,859","","18,528",""
"2010100000","2010","44207","Oita-ken Tsukumi-shi","","19,917","","9,371","","8,562",""
"2010100000","2010","44208","Oita-ken Taketa-shi","","24,423","","12,966","","12,420",""
"2010100000","2010","44209","Oita-ken Bungotakada-shi","","23,906","","11,424","","10,617",""
"2010100000","2010","44210","Oita-ken Kitsuki-shi","","32,083","","15,745","","14,559",""
"2010100000","2010","44211","Oita-ken Usa-shi","","59,008","","28,635","","26,813",""
"2010100000","2010","44212","Oita-ken Bungoono-shi","","39,452","","19,207","","17,950",""
"2010100000","2010","44213","Oita-ken Yufu-shi","","34,702","","17,431","","16,405",""
"2010100000","2010","44214","Oita-ken Kunisaki-shi","","32,002","","15,735","","14,779",""
"2010100000","2010","44322","Oita-ken Himeshima-mura","","2,189","","1,028","","975",""
"2010100000","2010","44341","Oita-ken Hiji-machi","","28,221","","14,126","","13,082",""
"2010100000","2010","44461","Oita-ken Kokonoe-machi","","10,421","","5,622","","5,358",""
"2010100000","2010","44462","Oita-ken Kusu-machi","","17,054","","8,953","","8,393",""
"2010100000","2010","45201","Miyazaki-ken Miyazaki-shi","","400,583","","202,448","","189,573",""
"2010100000","2010","45202","Miyazaki-ken Miyakonojo-shi","","169,602","","84,898","","79,035",""
"2010100000","2010","45203","Miyazaki-ken Nobeoka-shi","","131,182","","62,508","","56,959",""
"2010100000","2010","45204","Miyazaki-ken Nichinan-shi","","57,689","","27,978","","25,642",""
"2010100000","2010","45205","Miyazaki-ken Kobayashi-shi","","48,270","","25,006","","23,300",""
"2010100000","2010","45206","Miyazaki-ken Hyuga-shi","","63,223","","32,005","","29,484",""
"2010100000","2010","45207","Miyazaki-ken Kushima-shi","","20,453","","10,012","","9,399",""
"2010100000","2010","45208","Miyazaki-ken Saito-shi","","32,614","","17,039","","15,935",""
"2010100000","2010","45209","Miyazaki-ken Ebino-shi","","21,606","","10,932","","10,176",""
"2010100000","2010","45341","Miyazaki-ken Mimata-cho","","24,800","","12,517","","11,727",""
"2010100000","2010","45361","Miyazaki-ken Takaharu-cho","","10,000","","5,314","","5,037",""
"2010100000","2010","45382","Miyazaki-ken Kunitomi-cho","","20,909","","11,073","","10,379",""
"2010100000","2010","45383","Miyazaki-ken Aya-cho","","7,224","","3,899","","3,650",""
"2010100000","2010","45401","Miyazaki-ken Takanabe-cho","","21,733","","10,917","","9,868",""
"2010100000","2010","45402","Miyazaki-ken Shintomi-cho","","18,092","","9,922","","9,154",""
"2010100000","2010","45403","Miyazaki-ken Nishimera-son","","1,241","","658","","638",""
"2010100000","2010","45404","Miyazaki-ken Kijo-cho","","5,177","","2,658","","2,491",""
"2010100000","2010","45405","Miyazaki-ken Kawaminami-cho","","17,009","","8,962","","8,339",""
"2010100000","2010","45406","Miyazaki-ken Tsuno-cho","","11,137","","5,790","","5,232",""
"2010100000","2010","45421","Miyazaki-ken Kadogawa-cho","","18,854","","9,233","","8,305",""
"2010100000","2010","45429","Miyazaki-ken Morotsuka-son","","1,882","","969","","947",""
"2010100000","2010","45430","Miyazaki-ken Shiiba-son","","3,092","","1,558","","1,515",""
"2010100000","2010","45431","Miyazaki-ken Misato-cho","","6,248","","3,067","","2,921",""
"2010100000","2010","45441","Miyazaki-ken Takachiho-cho","","13,723","","7,364","","7,097",""
"2010100000","2010","45442","Miyazaki-ken Hinokage-cho","","4,463","","2,406","","2,338",""
"2010100000","2010","45443","Miyazaki-ken Gokase-cho","","4,427","","2,159","","2,072",""
"2010100000","2010","46201","Kagoshima-ken Kagoshima-shi","","605,846","","299,195","","279,730",""
"2010100000","2010","46203","Kagoshima-ken Kanoya-shi","","105,070","","51,563","","47,485",""
"2010100000","2010","46204","Kagoshima-ken Makurazaki-shi","","23,638","","11,630","","10,891",""
