"Title :","System of Social and Demographic Statistics of Japan"
"Open date :","Jun.21, 2021"

"***","Not surveyed or aggregated"
"-","Not available"
"X","Figures kept undisclosed"

"","","","","/ITEMS Code","A1101","","F1101","","F1102",""
"YEAR Code","YEAR","AREA Code","AREA","/ITEMS","A1101_Total population (Both sexes)[person]","Annotation","F1101_(Population census) Population in labour force[person]","Annotation","F1102_(Population census) Number of employed persons[person]","Annotation"
"2005100000","2005","46529","Kagoshima-ken Kikai-cho","","8,572","","4,045","","3,886",""
"2005100000","2005","46530","Kagoshima-ken Tokunoshima-cho","","12,892","","5,885","","5,422",""
"2005100000","2005","46531","Kagoshima-ken Amagi-cho","","7,020","","3,261","","3,015",""
"2005100000","2005","46532","Kagoshima-ken Isen-cho","","7,255","","3,241","","2,907",""
"2005100000","2005","46533","Kagoshima-ken Wadomari-cho","","7,436","","4,041","","3,912",""
"2005100000","2005","46534","Kagoshima-ken China-cho","","7,115","","3,603","","3,413",""
"2005100000","2005","46535","Kagoshima-ken Yoron-cho","","5,731","","3,084","","2,990",""
"2005100000","2005","47201","Okinawa-ken Naha-shi","","312,393","","140,800","","123,747",""
"2005100000","2005","47205","Okinawa-ken Ginowan-shi","","89,769","","40,760","","35,645",""
"2005100000","2005","47207","Okinawa-ken Ishigaki-shi","","45,183","","23,022","","21,410",""
"2005100000","2005","47208","Okinawa-ken Urasoe-shi","","106,049","","50,913","","44,780",""
"2005100000","2005","47209","Okinawa-ken Nago-shi","","59,463","","27,348","","23,925",""
"2005100000","2005","47210","Okinawa-ken Itoman-shi","","55,816","","26,455","","23,344",""
"2005100000","2005","47211","Okinawa-ken Okinawa-shi","","126,400","","56,281","","48,598",""
"2005100000","2005","47212","Okinawa-ken Tomigusuku-shi","","52,516","","25,545","","22,654",""
"2005100000","2005","47213","Okinawa-ken Uruma-shi","","113,535","","51,034","","43,587",""
"2005100000","2005","47214","Okinawa-ken Miyakojima-shi","","53,493","","27,266","","24,673",""
"2005100000","2005","47215","Okinawa-ken Nanjo-shi","","39,651","","19,326","","17,180",""
"2005100000","2005","47301","Okinawa-ken Kunigami-son","","5,546","","2,754","","2,468",""
"2005100000","2005","47302","Okinawa-ken Ogimi-son","","3,371","","1,615","","1,417",""
"2005100000","2005","47303","Okinawa-ken Higashi-son","","1,825","","1,079","","946",""
"2005100000","2005","47306","Okinawa-ken Nakijin-son","","9,476","","4,652","","4,068",""
"2005100000","2005","47308","Okinawa-ken Motobu-cho","","14,383","","7,083","","5,975",""
"2005100000","2005","47311","Okinawa-ken Onna-son","","9,635","","5,044","","4,652",""
"2005100000","2005","47313","Okinawa-ken Ginoza-son","","5,042","","2,505","","2,325",""
"2005100000","2005","47314","Okinawa-ken Kin-cho","","10,619","","4,868","","4,277",""
"2005100000","2005","47315","Okinawa-ken Ie-son","","5,110","","2,698","","2,348",""
"2005100000","2005","47324","Okinawa-ken Yomitan-son","","37,306","","17,072","","14,956",""
"2005100000","2005","47325","Okinawa-ken Kadena-cho","","13,629","","5,917","","4,883",""
"2005100000","2005","47326","Okinawa-ken Chatan-cho","","26,848","","11,794","","10,450",""
"2005100000","2005","47327","Okinawa-ken Kitanakagusuku-son","","15,790","","7,223","","6,223",""
"2005100000","2005","47328","Okinawa-ken Nakagusuku-son","","15,798","","7,547","","6,562",""
"2005100000","2005","47329","Okinawa-ken Nishihara-cho","","33,733","","15,454","","13,927",""
"2005100000","2005","47348","Okinawa-ken Yonabaru-cho","","15,343","","7,297","","6,486",""
"2005100000","2005","47350","Okinawa-ken Haebaru-cho","","33,537","","15,999","","14,575",""
"2005100000","2005","47353","Okinawa-ken Tokashiki-son","","790","","436","","417",""
"2005100000","2005","47354","Okinawa-ken Zamami-son","","1,077","","603","","582",""
"2005100000","2005","47355","Okinawa-ken Aguni-son","","936","","381","","332",""
"2005100000","2005","47356","Okinawa-ken Tonaki-son","","531","","303","","282",""
"2005100000","2005","47357","Okinawa-ken Minamidaito-son","","1,448","","905","","871",""
"2005100000","2005","47358","Okinawa-ken Kitadaito-son","","588","","380","","372",""
"2005100000","2005","47359","Okinawa-ken Iheya-son","","1,547","","738","","669",""
"2005100000","2005","47360","Okinawa-ken Izena-son","","1,762","","907","","836",""
"2005100000","2005","47361","Okinawa-ken Kumejima-cho","","9,177","","4,819","","4,289",""
"2005100000","2005","47362","Okinawa-ken Yaese-cho","","25,121","","12,622","","11,477",""
"2005100000","2005","47375","Okinawa-ken Tarama-son","","1,370","","681","","649",""
"2005100000","2005","47381","Okinawa-ken Taketomi-cho","","4,192","","2,585","","2,513",""
"2005100000","2005","47382","Okinawa-ken Yonaguni-cho","","1,796","","1,138","","1,107",""
"2000100000","2000","01100","Hokkaido Sapporo-shi","","1,822,368","","902,363","","851,060",""
"2000100000","2000","01101","Hokkaido Sapporo-shi Chuo-ku","","181,383","","89,877","","84,720",""
"2000100000","2000","01102","Hokkaido Sapporo-shi Kita-ku","","260,114","","126,154","","119,172",""
"2000100000","2000","01103","Hokkaido Sapporo-shi Higashi-ku","","248,950","","126,765","","119,457",""
"2000100000","2000","01104","Hokkaido Sapporo-shi Shiroishi-ku","","197,223","","103,948","","97,732",""
"2000100000","2000","01105","Hokkaido Sapporo-shi Toyohira-ku","","204,700","","105,457","","98,811",""
"2000100000","2000","01106","Hokkaido Sapporo-shi Minami-ku","","156,787","","73,885","","70,282",""
"2000100000","2000","01107","Hokkaido Sapporo-shi Nishi-ku","","199,385","","99,821","","94,456",""
"2000100000","2000","01108","Hokkaido Sapporo-shi Atsubetsu-ku","","127,718","","60,462","","56,664",""
"2000100000","2000","01109","Hokkaido Sapporo-shi Teine-ku","","136,006","","64,314","","61,001",""
"2000100000","2000","01110","Hokkaido Sapporo-shi Kiyota-ku","","110,102","","51,680","","48,765",""
"2000100000","2000","01202","Hokkaido Hakodate-shi","","305,311","","148,945","","139,030",""
"2000100000","2000","01203","Hokkaido Otaru-shi","","150,687","","73,168","","68,553",""
"2000100000","2000","01204","Hokkaido Asahikawa-shi","","359,536","","181,879","","172,038",""
"2000100000","2000","01205","Hokkaido Muroran-shi","","103,278","","48,497","","45,584",""
"2000100000","2000","01206","Hokkaido Kushiro-shi","","201,566","","101,171","","94,799",""
"2000100000","2000","01207","Hokkaido Obihiro-shi","","173,030","","90,063","","86,976",""
"2000100000","2000","01208","Hokkaido Kitami-shi","","132,125","","68,359","","66,113",""
"2000100000","2000","01209","Hokkaido Yubari-shi","","14,791","","6,797","","6,402",""
"2000100000","2000","01210","Hokkaido Iwamizawa-shi","","96,302","","47,265","","44,884",""
"2000100000","2000","01211","Hokkaido Abashiri-shi","","43,395","","22,569","","21,834",""
"2000100000","2000","01212","Hokkaido Rumoi-shi","","28,325","","15,066","","14,515",""
"2000100000","2000","01213","Hokkaido Tomakomai-shi","","172,086","","87,335","","82,526",""
"2000100000","2000","01214","Hokkaido Wakkanai-shi","","43,774","","24,310","","23,557",""
"2000100000","2000","01215","Hokkaido Bibai-shi","","31,183","","14,585","","13,993",""
"2000100000","2000","01216","Hokkaido Ashibetsu-shi","","21,026","","9,709","","9,144",""
"2000100000","2000","01217","Hokkaido Ebetsu-shi","","123,877","","56,315","","53,595",""
"2000100000","2000","01218","Hokkaido Akabira-shi","","15,753","","6,980","","6,475",""
"2000100000","2000","01219","Hokkaido Mombetsu-shi","","28,476","","14,981","","14,529",""
"2000100000","2000","01220","Hokkaido Shibetsu-shi","","24,991","","13,123","","12,796",""
"2000100000","2000","01221","Hokkaido Nayoro-shi","","33,328","","17,596","","17,110",""
"2000100000","2000","01222","Hokkaido Mikasa-shi","","13,561","","5,517","","5,133",""
"2000100000","2000","01223","Hokkaido Nemuro-shi","","33,150","","18,486","","17,848",""
"2000100000","2000","01224","Hokkaido Chitose-shi","","88,897","","47,208","","45,165",""
"2000100000","2000","01225","Hokkaido Takikawa-shi","","46,861","","23,483","","22,356",""
"2000100000","2000","01226","Hokkaido Sunagawa-shi","","21,072","","10,092","","9,536",""
"2000100000","2000","01227","Hokkaido Utashinai-shi","","5,941","","2,368","","2,183",""
"2000100000","2000","01228","Hokkaido Fukagawa-shi","","27,579","","14,010","","13,657",""
"2000100000","2000","01229","Hokkaido Furano-shi","","26,112","","14,143","","13,720",""
"2000100000","2000","01230","Hokkaido Noboribetsu-shi","","54,761","","25,674","","24,167",""
"2000100000","2000","01231","Hokkaido Eniwa-shi","","65,239","","32,242","","30,926",""
"2000100000","2000","01233","Hokkaido Date-shi","","37,139","","17,934","","16,999",""
"2000100000","2000","01234","Hokkaido Kitahiroshima-shi","","57,731","","27,355","","26,051",""
"2000100000","2000","01235","Hokkaido Ishikari-shi","","59,734","","30,173","","28,707",""
"2000100000","2000","01236","Hokkaido Hokuto-shi","","46,804","","23,389","","21,985",""
"2000100000","2000","01303","Hokkaido Tobetsu-cho","","20,778","","10,085","","9,676",""
"2000100000","2000","01304","Hokkaido Shinshinotsu-mura","","3,940","","2,149","","2,117",""
"2000100000","2000","01331","Hokkaido Matsumae-cho","","11,108","","5,547","","5,275",""
"2000100000","2000","01332","Hokkaido Fukushima-cho","","6,795","","3,362","","3,105",""
"2000100000","2000","01333","Hokkaido Shiriuchi-cho","","5,832","","2,935","","2,809",""
"2000100000","2000","01334","Hokkaido Kikonai-cho","","6,665","","3,131","","2,990",""
"2000100000","2000","01337","Hokkaido Nanae-cho","","28,354","","13,715","","13,103",""
"2000100000","2000","01343","Hokkaido Shikabe-cho","","4,907","","2,344","","2,221",""
"2000100000","2000","01345","Hokkaido Mori-machi","","20,233","","10,718","","10,289",""
"2000100000","2000","01346","Hokkaido Yakumo-cho","","21,438","","11,144","","10,826",""
"2000100000","2000","01347","Hokkaido Oshamambe-cho","","8,032","","3,977","","3,843",""
"2000100000","2000","01361","Hokkaido Esashi-cho","","10,959","","5,516","","5,337",""
"2000100000","2000","01362","Hokkaido Kaminokuni-cho","","7,152","","3,443","","3,267",""
"2000100000","2000","01363","Hokkaido Assabu-cho","","5,105","","2,736","","2,657",""
"2000100000","2000","01364","Hokkaido Otobe-cho","","5,143","","2,796","","2,681",""
"2000100000","2000","01367","Hokkaido Okushiri-cho","","3,921","","2,109","","2,058",""
"2000100000","2000","01370","Hokkaido Imakane-cho","","6,906","","3,700","","3,630",""
"2000100000","2000","01371","Hokkaido Setana-cho","","11,842","","5,976","","5,827",""
"2000100000","2000","01391","Hokkaido Shimamaki-mura","","2,224","","1,092","","1,084",""
"2000100000","2000","01392","Hokkaido Suttsu-cho","","4,114","","1,898","","1,849",""
"2000100000","2000","01393","Hokkaido Kuromatsunai-cho","","3,608","","1,746","","1,721",""
"2000100000","2000","01394","Hokkaido Rankoshi-cho","","6,215","","3,271","","3,176",""
"2000100000","2000","01395","Hokkaido Niseko-cho","","4,553","","2,437","","2,364",""
"2000100000","2000","01396","Hokkaido Makkari-mura","","2,536","","1,460","","1,430",""
"2000100000","2000","01397","Hokkaido Rusutsu-mura","","2,227","","1,359","","1,351",""
"2000100000","2000","01398","Hokkaido Kimobetsu-cho","","2,843","","1,582","","1,526",""
"2000100000","2000","01399","Hokkaido Kyogoku-cho","","3,505","","2,026","","1,997",""
"2000100000","2000","01400","Hokkaido Kutchan-cho","","16,184","","9,022","","8,734",""
"2000100000","2000","01401","Hokkaido Kyowa-cho","","7,249","","3,819","","3,740",""
"2000100000","2000","01402","Hokkaido Iwanai-cho","","16,726","","8,436","","8,076",""
"2000100000","2000","01403","Hokkaido Tomari-mura","","2,040","","877","","857",""
"2000100000","2000","01404","Hokkaido Kamoenai-mura","","1,325","","682","","666",""
"2000100000","2000","01405","Hokkaido Shakotan-cho","","3,149","","1,687","","1,653",""
"2000100000","2000","01406","Hokkaido Furubira-cho","","4,318","","2,414","","2,370",""
"2000100000","2000","01407","Hokkaido Niki-cho","","4,111","","2,207","","2,171",""
"2000100000","2000","01408","Hokkaido Yoichi-cho","","23,685","","11,365","","10,792",""
"2000100000","2000","01409","Hokkaido Akaigawa-mura","","1,512","","912","","893",""
"2000100000","2000","01423","Hokkaido Nanporo-cho","","9,792","","4,890","","4,753",""
"2000100000","2000","01424","Hokkaido Naie-cho","","7,309","","3,663","","3,522",""
"2000100000","2000","01425","Hokkaido Kamisunagawa-cho","","5,171","","2,050","","1,797",""
"2000100000","2000","01427","Hokkaido Yuni-cho","","6,910","","3,767","","3,660",""
"2000100000","2000","01428","Hokkaido Naganuma-cho","","12,452","","6,982","","6,752",""
"2000100000","2000","01429","Hokkaido Kuriyama-cho","","14,847","","7,812","","7,568",""
"2000100000","2000","01430","Hokkaido Tsukigata-cho","","5,144","","2,322","","2,284",""
"2000100000","2000","01431","Hokkaido Urausu-cho","","2,643","","1,421","","1,397",""
"2000100000","2000","01432","Hokkaido Shintotsukawa-cho","","8,067","","4,150","","4,050",""
"2000100000","2000","01433","Hokkaido Moseushi-cho","","4,232","","2,318","","2,284",""
"2000100000","2000","01434","Hokkaido Chippubetsu-cho","","3,268","","1,813","","1,776",""
"2000100000","2000","01436","Hokkaido Uryu-cho","","3,601","","1,839","","1,805",""
"2000100000","2000","01437","Hokkaido Hokuryu-cho","","2,562","","1,427","","1,406",""
"2000100000","2000","01438","Hokkaido Numata-cho","","4,373","","2,404","","2,359",""
"2000100000","2000","01452","Hokkaido Takasu-cho","","7,165","","3,898","","3,799",""
"2000100000","2000","01453","Hokkaido Higashikagura-cho","","8,127","","4,159","","4,031",""
"2000100000","2000","01454","Hokkaido Tohma-cho","","7,643","","4,235","","4,130",""
"2000100000","2000","01455","Hokkaido Pippu-cho","","4,576","","2,618","","2,540",""
"2000100000","2000","01456","Hokkaido Aibetsu-cho","","4,065","","2,258","","2,200",""
"2000100000","2000","01457","Hokkaido Kamikawa-cho","","5,718","","3,346","","3,272",""
"2000100000","2000","01458","Hokkaido Higashikawa-cho","","7,671","","4,314","","4,183",""
"2000100000","2000","01459","Hokkaido Biei-cho","","11,902","","6,412","","6,188",""
"2000100000","2000","01460","Hokkaido Kamifurano-cho","","12,809","","7,210","","7,039",""
"2000100000","2000","01461","Hokkaido Nakafurano-cho","","5,833","","3,248","","3,191",""
"2000100000","2000","01462","Hokkaido Minamifurano-cho","","3,236","","1,700","","1,671",""
"2000100000","2000","01463","Hokkaido Shimukappu-mura","","1,873","","1,192","","1,181",""
"2000100000","2000","01464","Hokkaido Wassamu-cho","","4,710","","2,671","","2,609",""
"2000100000","2000","01465","Hokkaido Kembuchi-cho","","4,158","","2,366","","2,311",""
"2000100000","2000","01468","Hokkaido Shimokawa-cho","","4,413","","2,277","","2,221",""
"2000100000","2000","01469","Hokkaido Bifuka-cho","","6,040","","3,191","","3,133",""
"2000100000","2000","01470","Hokkaido Otoineppu-mura","","1,334","","648","","645",""
"2000100000","2000","01471","Hokkaido Nakagawa-cho","","2,464","","1,444","","1,421",""
"2000100000","2000","01472","Hokkaido Horokanai-cho","","2,217","","1,179","","1,147",""
"2000100000","2000","01481","Hokkaido Mashike-cho","","6,167","","3,229","","3,145",""
"2000100000","2000","01482","Hokkaido Obira-cho","","4,566","","2,454","","2,384",""
"2000100000","2000","01483","Hokkaido Tomamae-cho","","4,645","","2,499","","2,431",""
"2000100000","2000","01484","Hokkaido Haboro-cho","","9,364","","5,048","","4,884",""
"2000100000","2000","01485","Hokkaido Shosambetsu-mura","","1,764","","922","","911",""
"2000100000","2000","01486","Hokkaido Embetsu-cho","","3,683","","2,069","","2,057",""
"2000100000","2000","01487","Hokkaido Teshio-cho","","4,542","","2,516","","2,456",""
"2000100000","2000","01511","Hokkaido Sarufutsu-mura","","2,980","","1,635","","1,622",""
"2000100000","2000","01512","Hokkaido Hamatombetsu-cho","","4,957","","2,809","","2,766",""
"2000100000","2000","01513","Hokkaido Nakatombetsu-cho","","2,518","","1,295","","1,279",""
"2000100000","2000","01514","Hokkaido Esashi-cho","","10,509","","5,862","","5,762",""
"2000100000","2000","01516","Hokkaido Toyotomi-cho","","5,220","","2,916","","2,871",""
"2000100000","2000","01517","Hokkaido Rebun-cho","","3,856","","2,502","","2,475",""
"2000100000","2000","01518","Hokkaido Rishiri-cho","","3,417","","2,125","","2,091",""
"2000100000","2000","01519","Hokkaido Rishirifuji-cho","","3,536","","2,079","","2,062",""
"2000100000","2000","01520","Hokkaido Horonobe-cho","","2,835","","1,624","","1,600",""
"2000100000","2000","01543","Hokkaido Bihoro-cho","","23,905","","12,868","","12,496",""
"2000100000","2000","01544","Hokkaido Tsubetsu-cho","","6,789","","3,397","","3,325",""
"2000100000","2000","01545","Hokkaido Shari-cho","","14,066","","7,930","","7,758",""
"2000100000","2000","01546","Hokkaido Kiyosato-cho","","5,437","","2,851","","2,782",""
"2000100000","2000","01547","Hokkaido Koshimizu-cho","","6,126","","3,413","","3,358",""
"2000100000","2000","01549","Hokkaido Kunneppu-cho","","6,317","","3,585","","3,511",""
"2000100000","2000","01550","Hokkaido Oketo-cho","","4,110","","2,102","","2,065",""
"2000100000","2000","01552","Hokkaido Saroma-cho","","6,666","","3,692","","3,653",""
"2000100000","2000","01555","Hokkaido Engaru-cho","","24,844","","12,323","","12,018",""
"2000100000","2000","01559","Hokkaido Yubetsu-cho","","11,423","","6,056","","5,964",""
"2000100000","2000","01560","Hokkaido Takinoue-cho","","3,799","","1,864","","1,840",""
"2000100000","2000","01561","Hokkaido Okoppe-cho","","4,965","","2,811","","2,766",""
"2000100000","2000","01562","Hokkaido Nishiokoppe-mura","","1,314","","676","","667",""
"2000100000","2000","01563","Hokkaido Omu-cho","","5,778","","3,350","","3,280",""
"2000100000","2000","01564","Hokkaido Ozora-cho","","8,946","","4,964","","4,907",""
"2000100000","2000","01571","Hokkaido Toyoura-cho","","5,286","","2,536","","2,430",""
"2000100000","2000","01575","Hokkaido Sobetsu-cho","","3,748","","1,885","","1,803",""
"2000100000","2000","01578","Hokkaido Shiraoi-cho","","21,662","","10,223","","9,621",""
"2000100000","2000","01581","Hokkaido Atsuma-cho","","5,438","","3,146","","3,097",""
"2000100000","2000","01584","Hokkaido Toyako-cho","","10,622","","5,283","","5,004",""
"2000100000","2000","01585","Hokkaido Abira-cho","","9,438","","4,927","","4,773",""
"2000100000","2000","01586","Hokkaido Mukawa-cho","","11,197","","6,011","","5,865",""
"2000100000","2000","01601","Hokkaido Hidaka-cho","","15,783","","8,881","","8,634",""
"2000100000","2000","01602","Hokkaido Biratori-cho","","6,503","","3,507","","3,432",""
"2000100000","2000","01604","Hokkaido Niikappu-cho","","6,204","","3,352","","3,257",""
"2000100000","2000","01607","Hokkaido Urakawa-cho","","16,634","","9,276","","9,023",""
"2000100000","2000","01608","Hokkaido Samani-cho","","6,210","","3,393","","3,316",""
"2000100000","2000","01609","Hokkaido Erimo-cho","","6,248","","3,868","","3,828",""
"2000100000","2000","01610","Hokkaido Shinhidaka-cho","","28,438","","15,163","","14,417",""
"2000100000","2000","01631","Hokkaido Otofuke-cho","","39,201","","20,547","","19,859",""
"2000100000","2000","01632","Hokkaido Shihoro-cho","","6,839","","3,745","","3,686",""
"2000100000","2000","01633","Hokkaido Kamishihoro-cho","","5,634","","3,105","","3,031",""
"2000100000","2000","01634","Hokkaido Shikaoi-cho","","5,910","","3,363","","3,323",""
"2000100000","2000","01635","Hokkaido Shintoku-cho","","7,657","","4,224","","4,101",""
"2000100000","2000","01636","Hokkaido Shimizu-cho","","10,988","","5,849","","5,757",""
"2000100000","2000","01637","Hokkaido Memuro-cho","","17,586","","9,462","","9,243",""
"2000100000","2000","01638","Hokkaido Nakasatsunai-mura","","4,116","","2,287","","2,241",""
"2000100000","2000","01639","Hokkaido Sarabetsu-mura","","3,291","","1,906","","1,894",""
"2000100000","2000","01641","Hokkaido Taiki-cho","","6,711","","3,794","","3,737",""
"2000100000","2000","01642","Hokkaido Hiroo-cho","","8,975","","4,797","","4,681",""
"2000100000","2000","01643","Hokkaido Makubetsu-cho","","26,080","","13,977","","13,596",""
"2000100000","2000","01644","Hokkaido Ikeda-cho","","8,710","","4,614","","4,484",""
"2000100000","2000","01645","Hokkaido Toyokoro-cho","","4,164","","2,300","","2,281",""
"2000100000","2000","01646","Hokkaido Hombetsu-cho","","10,021","","5,572","","5,458",""
"2000100000","2000","01647","Hokkaido Ashoro-cho","","8,871","","4,921","","4,852",""
"2000100000","2000","01648","Hokkaido Rikubetsu-cho","","3,228","","1,635","","1,620",""
"2000100000","2000","01649","Hokkaido Urahoro-cho","","6,846","","3,641","","3,550",""
"2000100000","2000","01661","Hokkaido Kushiro-cho","","22,478","","11,858","","11,339",""
"2000100000","2000","01662","Hokkaido Akkeshi-cho","","12,307","","7,038","","6,886",""
"2000100000","2000","01663","Hokkaido Hamanaka-cho","","7,335","","4,536","","4,492",""
"2000100000","2000","01664","Hokkaido Shibecha-cho","","9,388","","5,106","","5,020",""
"2000100000","2000","01665","Hokkaido Teshikaga-cho","","9,493","","5,227","","5,098",""
"2000100000","2000","01667","Hokkaido Tsurui-mura","","2,728","","1,385","","1,356",""
"2000100000","2000","01668","Hokkaido Shiranuka-cho","","11,359","","5,761","","5,569",""
"2000100000","2000","01691","Hokkaido Betsukai-cho","","16,910","","9,428","","9,307",""
"2000100000","2000","01692","Hokkaido Nakashibetsu-cho","","23,179","","13,053","","12,671",""
"2000100000","2000","01693","Hokkaido Shibetsu-cho","","6,298","","3,530","","3,474",""
"2000100000","2000","01694","Hokkaido Rausu-cho","","6,956","","4,049","","3,999",""
"2000100000","2000","02201","Aomori-ken Aomori-shi","","318,732","","161,810","","152,977",""
"2000100000","2000","02202","Aomori-ken Hirosaki-shi","","193,217","","100,811","","95,578",""
"2000100000","2000","02203","Aomori-ken Hachinohe-shi","","248,608","","128,770","","120,882",""
"2000100000","2000","02204","Aomori-ken Kuroishi-shi","","39,059","","21,441","","20,269",""
"2000100000","2000","02205","Aomori-ken Goshogawara-shi","","63,208","","32,211","","30,101",""
"2000100000","2000","02206","Aomori-ken Towada-shi","","69,630","","37,913","","36,163",""
"2000100000","2000","02207","Aomori-ken Misawa-shi","","42,495","","22,897","","21,870",""
"2000100000","2000","02208","Aomori-ken Mutsu-shi","","67,022","","33,438","","31,418",""
"2000100000","2000","02209","Aomori-ken Tsugaru-shi","","41,320","","21,487","","19,977",""
"2000100000","2000","02210","Aomori-ken Hirakawa-shi","","36,454","","20,548","","19,373",""
"2000100000","2000","02301","Aomori-ken Hiranai-machi","","14,528","","7,849","","7,489",""
"2000100000","2000","02303","Aomori-ken Imabetsu-machi","","4,124","","1,901","","1,750",""
"2000100000","2000","02304","Aomori-ken Yomogita-mura","","3,480","","1,877","","1,809",""
"2000100000","2000","02307","Aomori-ken Sotogahama-machi","","9,170","","4,432","","4,112",""
"2000100000","2000","02321","Aomori-ken Ajigasawa-machi","","13,551","","6,659","","6,326",""
"2000100000","2000","02323","Aomori-ken Fukaura-machi","","11,799","","5,692","","5,409",""
"2000100000","2000","02343","Aomori-ken Nishimeya-mura","","2,049","","1,126","","1,092",""
"2000100000","2000","02361","Aomori-ken Fujisaki-machi","","16,858","","9,313","","8,854",""
"2000100000","2000","02362","Aomori-ken Owani-machi","","12,881","","6,990","","6,608",""
"2000100000","2000","02367","Aomori-ken Inakadate-mura","","8,835","","4,967","","4,718",""
"2000100000","2000","02381","Aomori-ken Itayanagi-machi","","16,840","","9,763","","9,322",""
"2000100000","2000","02384","Aomori-ken Tsuruta-machi","","15,795","","8,668","","8,218",""
"2000100000","2000","02387","Aomori-ken Nakadomari-machi","","15,325","","7,382","","6,900",""
"2000100000","2000","02401","Aomori-ken Noheji-machi","","16,012","","8,320","","7,912",""
"2000100000","2000","02402","Aomori-ken Shichinohe-machi","","19,357","","10,222","","9,756",""
"2000100000","2000","02405","Aomori-ken Rokunohe-machi","","10,481","","5,933","","5,686",""
"2000100000","2000","02406","Aomori-ken Yokohama-machi","","5,508","","2,981","","2,834",""
"2000100000","2000","02408","Aomori-ken Tohoku-machi","","20,591","","11,196","","10,691",""
"2000100000","2000","02411","Aomori-ken Rokkasho-mura","","11,849","","7,125","","6,875",""
"2000100000","2000","02412","Aomori-ken Oirase-cho","","23,220","","12,524","","11,840",""
"2000100000","2000","02423","Aomori-ken Oma-machi","","6,566","","3,204","","3,068",""
"2000100000","2000","02424","Aomori-ken Higashidori-mura","","7,975","","4,118","","3,979",""
"2000100000","2000","02425","Aomori-ken Kazamaura-mura","","2,793","","1,342","","1,273",""
"2000100000","2000","02426","Aomori-ken Sai-mura","","3,010","","1,496","","1,433",""
"2000100000","2000","02441","Aomori-ken Sannohe-machi","","13,223","","7,402","","7,015",""
"2000100000","2000","02442","Aomori-ken Gonohe-machi","","21,318","","11,830","","11,377",""
"2000100000","2000","02443","Aomori-ken Takko-machi","","7,288","","4,299","","4,142",""
"2000100000","2000","02445","Aomori-ken Nambu-cho","","22,596","","12,130","","11,653",""
"2000100000","2000","02446","Aomori-ken Hashikami-cho","","15,618","","7,197","","6,725",""
"2000100000","2000","02450","Aomori-ken Shingo-mura","","3,343","","2,038","","1,998",""
"2000100000","2000","03201","Iwate-ken Morioka-shi","","302,857","","159,553","","152,422",""
"2000100000","2000","03202","Iwate-ken Miyako-shi","","66,986","","32,970","","31,152",""
"2000100000","2000","03203","Iwate-ken Ofunato-shi","","45,160","","23,712","","22,646",""
"2000100000","2000","03205","Iwate-ken Hanamaki-shi","","107,175","","59,869","","57,722",""
"2000100000","2000","03206","Iwate-ken Kitakami-shi","","91,501","","51,578","","49,651",""
"2000100000","2000","03207","Iwate-ken Kuji-shi","","40,178","","20,023","","18,941",""
"2000100000","2000","03208","Iwate-ken Tono-shi","","33,108","","18,410","","17,813",""
"2000100000","2000","03209","Iwate-ken Ichinoseki-shi","","140,825","","77,604","","74,998",""
"2000100000","2000","03210","Iwate-ken Rikuzentakata-shi","","25,676","","13,247","","12,650",""
"2000100000","2000","03211","Iwate-ken Kamaishi-shi","","46,521","","22,543","","21,422",""
"2000100000","2000","03213","Iwate-ken Ninohe-shi","","33,102","","18,382","","17,657",""
"2000100000","2000","03214","Iwate-ken Hachimantai-shi","","32,485","","18,413","","17,764",""
"2000100000","2000","03215","Iwate-ken Oshu-shi","","133,056","","75,877","","73,442",""
"2000100000","2000","03216","Iwate-ken Takizawashi","","51,241","","28,182","","26,988",""
"2000100000","2000","03301","Iwate-ken Shizukuishi-cho","","19,750","","11,337","","10,956",""
"2000100000","2000","03302","Iwate-ken Kuzumaki-machi","","8,725","","4,711","","4,494",""
"2000100000","2000","03303","Iwate-ken Iwate-machi","","17,372","","9,905","","9,581",""
"2000100000","2000","03321","Iwate-ken Shiwa-cho","","33,038","","18,474","","17,922",""
"2000100000","2000","03322","Iwate-ken Yahaba-cho","","25,268","","14,302","","13,787",""
"2000100000","2000","03366","Iwate-ken Nishiwaga-machi","","7,983","","4,469","","4,351",""
"2000100000","2000","03381","Iwate-ken Kanegasaki-cho","","16,383","","9,368","","9,128",""
"2000100000","2000","03402","Iwate-ken Hiraizumi-cho","","9,054","","5,098","","4,891",""
"2000100000","2000","03441","Iwate-ken Sumita-cho","","7,305","","3,831","","3,712",""
"2000100000","2000","03461","Iwate-ken Otsuchi-cho","","17,480","","8,429","","7,935",""
"2000100000","2000","03482","Iwate-ken Yamada-machi","","21,214","","10,715","","10,102",""
"2000100000","2000","03483","Iwate-ken Iwaizumi-cho","","12,845","","6,332","","6,066",""
"2000100000","2000","03484","Iwate-ken Tanohata-mura","","4,529","","2,191","","2,079",""
"2000100000","2000","03485","Iwate-ken Fudai-mura","","3,583","","1,874","","1,737",""
"2000100000","2000","03501","Iwate-ken Karumai-machi","","11,863","","6,458","","6,254",""
"2000100000","2000","03503","Iwate-ken Noda-mura","","5,195","","2,477","","2,351",""
"2000100000","2000","03506","Iwate-ken Kunohe-mura","","7,324","","4,209","","4,032",""
